frame,BrowHeight_L,BrowHeight_R,BrowSpeed_L,BrowSpeed_R,EAR_L,EAR_R,EARSpeed_L,EARSpeed_R,MouthWidth,LipGap,MouthArea,LipCornerLift_L,LipCornerLift_R,UpperLipHeight,LowerLipHeight,CheekWidth_L,CheekWidth_R,JawOpen
22,0.442592859033544,0.45726331004354104,0.007293431622202362,0.007520234753092381,0.4334422760361264,0.5517954557891951,-0.06441494347777615,-0.04483302446265047,0.5855171879606113,0.110140839839643,0.06448935482252784,-0.06436813795456037,-0.06350393139538522,0.4636160019742372,0.8902028620158332,0.6986355826308693,0.6563584371011315,1.0001672410525506
23,0.4468151157996459,0.4617853786269458,0.004222256766101884,0.004522068583404759,0.3706880326419838,0.510718893604173,-0.0627542433941426,-0.04107656218502209,0.5820826899007235,0.10983844589791998,0.06393505804277635,-0.06320882110668773,-0.062279417892218684,0.45964435913998525,0.8814620973972681,0.6931144725451907,0.6501907343164441,0.9911135887627824
24,0.44774163923930504,0.46461495479086384,0.0009265234396591548,0.002829576163918046,0.34313648775466077,0.4982046046170455,-0.027551544887323032,-0.012514288987127475,0.580254733973883,0.10953496065448286,0.06355817945540669,-0.06201728480413382,-0.061384941513303135,0.4577128511692047,0.8764697868214116,0.6902045682210023,0.6465543717484572,0.9858065463292619
25,0.44865882268097235,0.4665818887481208,0.0009171834416673019,0.0019669339572569444,0.3414891534771327,0.4989169195785179,-0.0016473342775280564,0.0007123149614723934,0.5802720095262923,0.10756062126542111,0.06241441784758236,-0.05985743564321188,-0.05906363175799388,0.45899411454980693,0.8763428357160464,0.690519356626375,0.6459927331137465,0.9836997324394455
26,0.4494556617757432,0.46832798175150714,0.0007968390947708515,0.0017460930033863509,0.3492035910496862,0.5035627916047735,0.0077144375725534675,0.004645872026255549,0.5808902332243897,0.1039478987431826,0.06038231914411259,-0.057219006593185,-0.05640302737854667,0.46164171233557766,0.87978562536152,0.6923669291656699,0.6466734185670673,0.9835376511349365
27,0.45002328360260846,0.46923640676708867,0.0005676218268652611,0.0009084250155815266,0.3557902158394094,0.5090151253817025,0.006586624789723217,0.005452333776928997,0.5821265065923293,0.09953377090409028,0.05794124634435931,-0.054042695985391055,-0.05367232252679878,0.46508980706837194,0.8836289847266167,0.6943580510757722,0.6477697450665794,0.9829802033046195
28,0.45067413119614064,0.4696666540404413,0.0006508475935321778,0.00043024727335261304,0.3629838529050608,0.5132855299782509,0.007193637065651404,0.004270404596548483,0.5834413610943975,0.09620036372829088,0.05612727115141014,-0.051151476975534016,-0.05163644173431616,0.46831514425092885,0.8867047216342193,0.6962048985772884,0.6490998256431001,0.9827323484733862
29,0.4506796975072854,0.46951181826127725,5.5663111447890046e-06,-0.0001548357791640309,0.3711392621154629,0.5172232315118336,0.008155409210402087,0.003937701533582638,0.5842742078422775,0.09372888958362077,0.05476337271340632,-0.04889037248004194,-0.04996142445447586,0.4704623028691077,0.8888005139448468,0.6972736446925945,0.6499886957981389,0.982362423645167
30,0.45028511362070106,0.4691685986900261,-0.0003945838865843654,-0.0003432195712511632,0.3801557386005449,0.5207241090647464,0.009016476485082026,0.00350087755291284,0.5846799934508154,0.091127841405272,0.05328062571602138,-0.04648994906388992,-0.04789197283831798,0.472454828940096,0.8901670550006019,0.6977874217001447,0.6506439485256337,0.9811323733583097
31,0.44980991337320003,0.46891762988731045,-0.00047520024750102863,-0.00025096880271563426,0.3894499378004816,0.5252156172256708,0.009294199199936681,0.004491508160924362,0.5849236751074203,0.08901985448102172,0.052069820440566975,-0.04483984738082498,-0.04607440391863248,0.4735384822538069,0.8911710286432261,0.6980188573167592,0.6510484760837583,0.980030177199794
